Songnum	Nation	Songtype	Language	Title	Singer		
#20274	#2	#8	#2	#Love's About To Change My Mind	#Secada, Jon	#N:\Custom HD787\Love's About To Change My Mind - Secada, Jon.mp3	#N:\Custom HD787\Love's About To Change My Mind - Secada, Jon.cdg
#20275	#2	#8	#2	#Love's Divine	#Seal	#N:\Custom HD787\Love's Divine - Seal.mp3	#N:\Custom HD787\Love's Divine - Seal.cdg
#20276	#2	#8	#2	#Love's Got A Hold Of My Heart	#Steps	#N:\Custom HD787\Love's Got A Hold Of My Heart - Steps.mp3	#N:\Custom HD787\Love's Got A Hold Of My Heart - Steps.cdg
#20277	#2	#8	#2	#Love's Got A Hold On You	#Jackson, Alan	#N:\Custom HD787\Love's Got A Hold On You - Jackson, Alan.mp3	#N:\Custom HD787\Love's Got A Hold On You - Jackson, Alan.cdg
#20278	#2	#8	#2	#Love's Got An Attitude	#Dalley, Amy	#N:\Custom HD787\Love's Got An Attitude - Dalley, Amy.mp3	#N:\Custom HD787\Love's Got An Attitude - Dalley, Amy.cdg
#20279	#2	#8	#2	#Love's The Only House	#McBride, Martina	#N:\Custom HD787\Love's The Only House - McBride, Martina.mp3	#N:\Custom HD787\Love's The Only House - McBride, Martina.cdg
#20280	#2	#8	#2	#Lovesick Blues	#Ifield, Frank	#N:\Custom HD787\Lovesick Blues - Ifield, Frank.mp3	#N:\Custom HD787\Lovesick Blues - Ifield, Frank.cdg
#20281	#2	#8	#2	#Lovestoned	#Timberlake, Justin	#N:\Custom HD787\Lovestoned - Timberlake, Justin.mp3	#N:\Custom HD787\Lovestoned - Timberlake, Justin.cdg
#20282	#2	#8	#2	#Lovin' All Night	#Loveless, Patty	#N:\Custom HD787\Lovin' All Night - Loveless, Patty.mp3	#N:\Custom HD787\Lovin' All Night - Loveless, Patty.cdg
#20283	#2	#8	#2	#Lovin' Lately	#Big & Rich & Tim McGraw	#N:\Custom HD787\Lovin' Lately - Big & Rich & Tim McGraw.mp3	#N:\Custom HD787\Lovin' Lately - Big & Rich & Tim McGraw.cdg
#20284	#2	#8	#2	#Lovin' Me	#McReynolds, Jonathan	#N:\Custom HD787\Lovin' Me - McReynolds, Jonathan.mp3	#N:\Custom HD787\Lovin' Me - McReynolds, Jonathan.cdg
#20285	#2	#8	#2	#Lovin' U	#Keys, Alicia	#N:\Custom HD787\Lovin' U - Keys, Alicia.mp3	#N:\Custom HD787\Lovin' U - Keys, Alicia.cdg
#20286	#2	#8	#2	#Lovin' You	#Riperton, Minnie	#N:\Custom HD787\Lovin' You - Riperton, Minnie.mp3	#N:\Custom HD787\Lovin' You - Riperton, Minnie.cdg
#20287	#2	#8	#2	#Lovin' You Against My Will	#Allan, Gary	#N:\Custom HD787\Lovin' You Against My Will - Allan, Gary.mp3	#N:\Custom HD787\Lovin' You Against My Will - Allan, Gary.cdg
#20288	#2	#8	#2	#Lovin', Touchin', Squeezin'	#Journey	#N:\Custom HD787\Lovin', Touchin', Squeezin' - Journey.mp3	#N:\Custom HD787\Lovin', Touchin', Squeezin' - Journey.cdg
#20289	#2	#8	#2	#Loving Arms	#Dixie Chicks, The	#N:\Custom HD787\Loving Arms - Dixie Chicks, The.mp3	#N:\Custom HD787\Loving Arms - Dixie Chicks, The.cdg
#20290	#2	#8	#2	#Loving Arms	#Presley, Elvis	#N:\Custom HD787\Loving Arms - Presley, Elvis.mp3	#N:\Custom HD787\Loving Arms - Presley, Elvis.cdg
#20291	#2	#8	#2	#Loving Every Minute	#Wills, Mark	#N:\Custom HD787\Loving Every Minute - Wills, Mark.mp3	#N:\Custom HD787\Loving Every Minute - Wills, Mark.cdg
#20292	#2	#8	#2	#Loving You	#Lopez, Jennifer	#N:\Custom HD787\Loving You - Lopez, Jennifer.mp3	#N:\Custom HD787\Loving You - Lopez, Jennifer.cdg
#20293	#2	#8	#2	#Loving You	#Presley, Elvis	#N:\Custom HD787\Loving You - Presley, Elvis.mp3	#N:\Custom HD787\Loving You - Presley, Elvis.cdg
#20294	#2	#8	#2	#Loving You Easy	#Brown, Zac, Band	#N:\Custom HD787\Loving You Easy - Brown, Zac, Band.mp3	#N:\Custom HD787\Loving You Easy - Brown, Zac, Band.cdg
#20295	#2	#8	#2	#Loving You Is All I Know	#Pretenders, The	#N:\Custom HD787\Loving You Is All I Know - Pretenders, The.mp3	#N:\Custom HD787\Loving You Is All I Know - Pretenders, The.cdg
#20296	#2	#8	#2	#Loving You No More	#Diddy-Dirty Money & Drake	#N:\Custom HD787\Loving You No More - Diddy-Dirty Money & Drake.mp3	#N:\Custom HD787\Loving You No More - Diddy-Dirty Money & Drake.cdg
#20297	#2	#8	#2	#Loving You Was Easy	#Brown, Zac, Band	#N:\Custom HD787\Loving You Was Easy - Brown, Zac, Band.mp3	#N:\Custom HD787\Loving You Was Easy - Brown, Zac, Band.cdg
#20298	#2	#8	#2	#Low	#Clarkson, Kelly	#N:\Custom HD787\Low - Clarkson, Kelly.mp3	#N:\Custom HD787\Low - Clarkson, Kelly.cdg
#20299	#2	#8	#2	#Low	#Flo Rida & T-Pain	#N:\Custom HD787\Low - Flo Rida & T-Pain.mp3	#N:\Custom HD787\Low - Flo Rida & T-Pain.cdg
#20300	#2	#8	#2	#Low	#Foo Fighters, The	#N:\Custom HD787\Low - Foo Fighters, The.mp3	#N:\Custom HD787\Low - Foo Fighters, The.cdg
#20301	#2	#8	#2	#Low	#Foo Fighters	#N:\Custom HD787\Low - Foo Fighters.mp3	#N:\Custom HD787\Low - Foo Fighters.cdg
#20302	#2	#8	#2	#Low	#Kravitz, Lenny	#N:\Custom HD787\Low - Kravitz, Lenny.mp3	#N:\Custom HD787\Low - Kravitz, Lenny.cdg
#20303	#2	#8	#2	#Low Life	#Future & The Weeknd	#N:\Custom HD787\Low Life - Future & The Weeknd.mp3	#N:\Custom HD787\Low Life - Future & The Weeknd.cdg
#20304	#2	#8	#2	#Low Rider	#Dr. John	#N:\Custom HD787\Low Rider - Dr. John.mp3	#N:\Custom HD787\Low Rider - Dr. John.cdg
#20305	#2	#8	#2	#Low Rider	#War	#N:\Custom HD787\Low Rider - War.mp3	#N:\Custom HD787\Low Rider - War.cdg
#20306	#2	#8	#2	#Lowdown	#Scaggs, Boz	#N:\Custom HD787\Lowdown - Scaggs, Boz.mp3	#N:\Custom HD787\Lowdown - Scaggs, Boz.cdg
#20307	#2	#8	#2	#Lowspark Of High Heeled Boys, The	#Traffic	#N:\Custom HD787\Lowspark Of High Heeled Boys, The - Traffic.mp3	#N:\Custom HD787\Lowspark Of High Heeled Boys, The - Traffic.cdg
#20308	#2	#8	#2	#Loyal (Clean)	#Brown, Chris & Lil Wayne & French Montana	#N:\Custom HD787\Loyal (Clean) - Brown, Chris & Lil Wayne & French Montana.mp3	#N:\Custom HD787\Loyal (Clean) - Brown, Chris & Lil Wayne & French Montana.cdg
#20309	#2	#8	#2	#Loyalty	#Lamar, Kendrick & Rihanna	#N:\Custom HD787\Loyalty - Lamar, Kendrick & Rihanna.mp3	#N:\Custom HD787\Loyalty - Lamar, Kendrick & Rihanna.cdg
#20310	#2	#8	#2	#Lucille	#Jennings, Waylon	#N:\Custom HD787\Lucille - Jennings, Waylon.mp3	#N:\Custom HD787\Lucille - Jennings, Waylon.cdg
#20311	#2	#8	#2	#Lucille	#Little Richard	#N:\Custom HD787\Lucille - Little Richard.mp3	#N:\Custom HD787\Lucille - Little Richard.cdg
#20312	#2	#8	#2	#Lucille	#Rogers, Kenny	#N:\Custom HD787\Lucille - Rogers, Kenny.mp3	#N:\Custom HD787\Lucille - Rogers, Kenny.cdg
#20313	#2	#8	#2	#Luck Be A Lady	#Sinatra, Frank	#N:\Custom HD787\Luck Be A Lady - Sinatra, Frank.mp3	#N:\Custom HD787\Luck Be A Lady - Sinatra, Frank.cdg
#20314	#2	#8	#2	#Luckenbach Texas	#Jennings, Waylon	#N:\Custom HD787\Luckenbach Texas - Jennings, Waylon.mp3	#N:\Custom HD787\Luckenbach Texas - Jennings, Waylon.cdg
#20315	#2	#8	#2	#Lucky	#Etheridge, Melissa	#N:\Custom HD787\Lucky - Etheridge, Melissa.mp3	#N:\Custom HD787\Lucky - Etheridge, Melissa.cdg
#20316	#2	#8	#2	#Lucky	#Mraz, Jason & Colbie Caillat	#N:\Custom HD787\Lucky - Mraz, Jason & Colbie Caillat.mp3	#N:\Custom HD787\Lucky - Mraz, Jason & Colbie Caillat.cdg
#20317	#2	#8	#2	#Lucky	#Spears, Britney	#N:\Custom HD787\Lucky - Spears, Britney.mp3	#N:\Custom HD787\Lucky - Spears, Britney.cdg
#20318	#2	#8	#2	#Lucky For You (Tonight I'm Just Me)	#SheDaisy	#N:\Custom HD787\Lucky For You (Tonight I'm Just Me) - SheDaisy.mp3	#N:\Custom HD787\Lucky For You (Tonight I'm Just Me) - SheDaisy.cdg
#20319	#2	#8	#2	#Lucky In Love	#Austin, Sherrie	#N:\Custom HD787\Lucky In Love - Austin, Sherrie.mp3	#N:\Custom HD787\Lucky In Love - Austin, Sherrie.cdg
#20320	#2	#8	#2	#Lucky Love	#Ace Of Base	#N:\Custom HD787\Lucky Love - Ace Of Base.mp3	#N:\Custom HD787\Lucky Love - Ace Of Base.cdg
#20321	#2	#8	#2	#Lucky Man	#Verve, The	#N:\Custom HD787\Lucky Man - Verve, The.mp3	#N:\Custom HD787\Lucky Man - Verve, The.cdg
#20322	#2	#8	#2	#Lucky Me, Lucky You	#Parnell, Lee Roy	#N:\Custom HD787\Lucky Me, Lucky You - Parnell, Lee Roy.mp3	#N:\Custom HD787\Lucky Me, Lucky You - Parnell, Lee Roy.cdg
#20323	#2	#8	#2	#Lucky Now	#Adams, Ryan	#N:\Custom HD787\Lucky Now - Adams, Ryan.mp3	#N:\Custom HD787\Lucky Now - Adams, Ryan.cdg
#20324	#2	#8	#2	#Lucky One	#Grant, Amy	#N:\Custom HD787\Lucky One - Grant, Amy.mp3	#N:\Custom HD787\Lucky One - Grant, Amy.cdg
#20325	#2	#8	#2	#Lucky One, The	#Branigan, Laura	#N:\Custom HD787\Lucky One, The - Branigan, Laura.mp3	#N:\Custom HD787\Lucky One, The - Branigan, Laura.cdg
#20326	#2	#8	#2	#Lucky One, The	#Krauss, Alison	#N:\Custom HD787\Lucky One, The - Krauss, Alison.mp3	#N:\Custom HD787\Lucky One, The - Krauss, Alison.cdg
#20327	#2	#8	#2	#Lucky Strike	#Maroon 5	#N:\Custom HD787\Lucky Strike - Maroon 5.mp3	#N:\Custom HD787\Lucky Strike - Maroon 5.cdg
#20328	#2	#8	#2	#Lucy In The Sky With Diamonds	#Beatles, The	#N:\Custom HD787\Lucy In The Sky With Diamonds - Beatles, The.mp3	#N:\Custom HD787\Lucy In The Sky With Diamonds - Beatles, The.cdg
#20329	#2	#8	#2	#Lucy In The Sky With Diamonds	#John, Elton	#N:\Custom HD787\Lucy In The Sky With Diamonds - John, Elton.mp3	#N:\Custom HD787\Lucy In The Sky With Diamonds - John, Elton.cdg
#20330	#2	#8	#2	#Lullaby	#Cure, The	#N:\Custom HD787\Lullaby - Cure, The.mp3	#N:\Custom HD787\Lullaby - Cure, The.cdg
#20331	#2	#8	#2	#Lullaby	#Mullins, Shawn	#N:\Custom HD787\Lullaby - Mullins, Shawn.mp3	#N:\Custom HD787\Lullaby - Mullins, Shawn.cdg
#20332	#2	#8	#2	#Lullaby	#Professor Green & Tori Kelly	#N:\Custom HD787\Lullaby - Professor Green & Tori Kelly.mp3	#N:\Custom HD787\Lullaby - Professor Green & Tori Kelly.cdg
#20333	#2	#8	#2	#Lullaby	#Sigala	#N:\Custom HD787\Lullaby - Sigala.mp3	#N:\Custom HD787\Lullaby - Sigala.cdg
#20334	#2	#8	#2	#Lullaby In Blue	#Midler, Bette	#N:\Custom HD787\Lullaby In Blue - Midler, Bette.mp3	#N:\Custom HD787\Lullaby In Blue - Midler, Bette.cdg
#20335	#2	#8	#2	#Lullabye (Goodnight, My Angel)	#Joel, Billy	#N:\Custom HD787\Lullabye (Goodnight, My Angel) - Joel, Billy.mp3	#N:\Custom HD787\Lullabye (Goodnight, My Angel) - Joel, Billy.cdg
#20336	#2	#8	#2	#L'ultima Notte	#(Spiritual) Groban, Josh	#N:\Custom HD787\L'ultima Notte - (Spiritual) Groban, Josh.mp3	#N:\Custom HD787\L'ultima Notte - (Spiritual) Groban, Josh.cdg
#20337	#2	#8	#2	#Lumberjack Song	#Monty Python	#N:\Custom HD787\Lumberjack Song - Monty Python.mp3	#N:\Custom HD787\Lumberjack Song - Monty Python.cdg
#20338	#2	#8	#2	#Lush Life	#Larsson, Zara	#N:\Custom HD787\Lush Life - Larsson, Zara.mp3	#N:\Custom HD787\Lush Life - Larsson, Zara.cdg
#20339	#2	#8	#2	#Lust For Life	#Del Rey, Lana & The Weeknd	#N:\Custom HD787\Lust For Life - Del Rey, Lana & The Weeknd.mp3	#N:\Custom HD787\Lust For Life - Del Rey, Lana & The Weeknd.cdg
#20340	#2	#8	#2	#Luv	#Jackson, Janet	#N:\Custom HD787\Luv - Jackson, Janet.mp3	#N:\Custom HD787\Luv - Jackson, Janet.cdg
#20341	#2	#8	#2	#Luv	#Lanez, Tory	#N:\Custom HD787\Luv - Lanez, Tory.mp3	#N:\Custom HD787\Luv - Lanez, Tory.cdg
#20342	#2	#8	#2	#Luv Lies	#Aerosmith	#N:\Custom HD787\Luv Lies - Aerosmith.mp3	#N:\Custom HD787\Luv Lies - Aerosmith.cdg
#20343	#2	#8	#2	#Luv U Better	#LL Cool J	#N:\Custom HD787\Luv U Better - LL Cool J.mp3	#N:\Custom HD787\Luv U Better - LL Cool J.cdg
#20344	#2	#8	#2	#Luxurious	#Stefani, Gwen	#N:\Custom HD787\Luxurious - Stefani, Gwen.mp3	#N:\Custom HD787\Luxurious - Stefani, Gwen.cdg
#20345	#2	#8	#2	#Lyin' Eyes	#Eagles, The	#N:\Custom HD787\Lyin' Eyes - Eagles, The.mp3	#N:\Custom HD787\Lyin' Eyes - Eagles, The.cdg
#20346	#2	#8	#2	#Lyin' In His Arms Again	#Forester Sisters, The	#N:\Custom HD787\Lyin' In His Arms Again - Forester Sisters, The.mp3	#N:\Custom HD787\Lyin' In His Arms Again - Forester Sisters, The.cdg
#20347	#2	#8	#2	#Lying From You	#Linkin Park	#N:\Custom HD787\Lying From You - Linkin Park.mp3	#N:\Custom HD787\Lying From You - Linkin Park.cdg
#20348	#2	#8	#2	#Lying Is The Most Fun A Girl Can Have	#Panic! At The Disco	#N:\Custom HD787\Lying Is The Most Fun A Girl Can Have - Panic! At The Disco.mp3	#N:\Custom HD787\Lying Is The Most Fun A Girl Can Have - Panic! At The Disco.cdg
#20349	#2	#8	#2	#Lying Song	#Muldaur, Maria	#N:\Custom HD787\Lying Song - Muldaur, Maria.mp3	#N:\Custom HD787\Lying Song - Muldaur, Maria.cdg
#20350	#2	#8	#2	#Lyla	#Oasis	#N:\Custom HD787\Lyla - Oasis.mp3	#N:\Custom HD787\Lyla - Oasis.cdg
#20351	#2	#8	#2	#Lyric	#Zwan	#N:\Custom HD787\Lyric - Zwan.mp3	#N:\Custom HD787\Lyric - Zwan.cdg
#20352	#2	#8	#2	#M.I.L.F. $	#Fergie	#N:\Custom HD787\M.I.L.F. $ - Fergie.mp3	#N:\Custom HD787\M.I.L.F. $ - Fergie.cdg
#20353	#2	#8	#2	#M.T.A.	#Kingston Trio, The	#N:\Custom HD787\M.T.A. - Kingston Trio, The.mp3	#N:\Custom HD787\M.T.A. - Kingston Trio, The.cdg
#20354	#2	#8	#2	#Ma, I Don't Love Her	#Evans, Faith & Clipse	#N:\Custom HD787\Ma, I Don't Love Her - Evans, Faith & Clipse.mp3	#N:\Custom HD787\Ma, I Don't Love Her - Evans, Faith & Clipse.cdg
#20355	#2	#8	#2	#Macarena	#Los Del Mar	#N:\Custom HD787\Macarena - Los Del Mar.mp3	#N:\Custom HD787\Macarena - Los Del Mar.cdg
#20356	#2	#8	#2	#Macarena	#Los Del Rio	#N:\Custom HD787\Macarena - Los Del Rio.mp3	#N:\Custom HD787\Macarena - Los Del Rio.cdg
#20357	#2	#8	#2	#MacArthur Park	#Harris, Richard	#N:\Custom HD787\MacArthur Park - Harris, Richard.mp3	#N:\Custom HD787\MacArthur Park - Harris, Richard.cdg
#20358	#2	#8	#2	#Machine	#Anne-Marie	#N:\Custom HD787\Machine - Anne-Marie.mp3	#N:\Custom HD787\Machine - Anne-Marie.cdg
#20359	#2	#8	#2	#Machinehead	#Bush	#N:\Custom HD787\Machinehead - Bush.mp3	#N:\Custom HD787\Machinehead - Bush.cdg
#20360	#2	#8	#2	#Macho Man	#Village People, The	#N:\Custom HD787\Macho Man - Village People, The.mp3	#N:\Custom HD787\Macho Man - Village People, The.cdg
#20361	#2	#8	#2	#Mack	#Nevada & Mark Morrison & Fetty Wap	#N:\Custom HD787\Mack - Nevada & Mark Morrison & Fetty Wap.mp3	#N:\Custom HD787\Mack - Nevada & Mark Morrison & Fetty Wap.cdg
#20362	#2	#8	#2	#Mack The Knife	#Buble, Michael	#N:\Custom HD787\Mack The Knife - Buble, Michael.mp3	#N:\Custom HD787\Mack The Knife - Buble, Michael.cdg
#20363	#2	#8	#2	#Mack The Knife	#Darin, Bobby	#N:\Custom HD787\Mack The Knife - Darin, Bobby.mp3	#N:\Custom HD787\Mack The Knife - Darin, Bobby.cdg
#20364	#2	#8	#2	#Mad	#Ne-Yo	#N:\Custom HD787\Mad - Ne-Yo.mp3	#N:\Custom HD787\Mad - Ne-Yo.cdg
#20365	#2	#8	#2	#Mad About You	#(TV Tunes)	#N:\Custom HD787\Mad About You - (TV Tunes).mp3	#N:\Custom HD787\Mad About You - (TV Tunes).cdg
#20366	#2	#8	#2	#Mad About You	#Carlisle, Belinda	#N:\Custom HD787\Mad About You - Carlisle, Belinda.mp3	#N:\Custom HD787\Mad About You - Carlisle, Belinda.cdg
#20367	#2	#8	#2	#Mad Issues	#Stone, Angie	#N:\Custom HD787\Mad Issues - Stone, Angie.mp3	#N:\Custom HD787\Mad Issues - Stone, Angie.cdg
#20368	#2	#8	#2	#Mad Season	#Matchbox 20	#N:\Custom HD787\Mad Season - Matchbox 20.mp3	#N:\Custom HD787\Mad Season - Matchbox 20.cdg
#20369	#2	#8	#2	#Mad World	#Andrews, Michael & Gary Jules	#N:\Custom HD787\Mad World - Andrews, Michael & Gary Jules.mp3	#N:\Custom HD787\Mad World - Andrews, Michael & Gary Jules.cdg
#20370	#2	#8	#2	#Mad World	#Lambert, Adam	#N:\Custom HD787\Mad World - Lambert, Adam.mp3	#N:\Custom HD787\Mad World - Lambert, Adam.cdg
#20371	#2	#8	#2	#Mad World	#Williams, Taylor John	#N:\Custom HD787\Mad World - Williams, Taylor John.mp3	#N:\Custom HD787\Mad World - Williams, Taylor John.cdg
#20372	#2	#8	#2	#Made	#T'Juan	#N:\Custom HD787\Made - T'Juan.mp3	#N:\Custom HD787\Made - T'Juan.cdg
#20373	#2	#8	#2	#Made By Mercy	#(Spiritual) Ruppes, The	#N:\Custom HD787\Made By Mercy - (Spiritual) Ruppes, The.mp3	#N:\Custom HD787\Made By Mercy - (Spiritual) Ruppes, The.cdg
#20374	#2	#8	#2	#Made For Lovin' You	#Stone, Doug	#N:\Custom HD787\Made For Lovin' You - Stone, Doug.mp3	#N:\Custom HD787\Made For Lovin' You - Stone, Doug.cdg
#20375	#2	#8	#2	#Made In The USA	#Lovato, Demi	#N:\Custom HD787\Made In The USA - Lovato, Demi.mp3	#N:\Custom HD787\Made In The USA - Lovato, Demi.cdg
#20376	#2	#8	#2	#Made Love Lately	#Day26	#N:\Custom HD787\Made Love Lately - Day26.mp3	#N:\Custom HD787\Made Love Lately - Day26.cdg
#20377	#2	#8	#2	#Made To Love	#(Spiritual) TobyMac	#N:\Custom HD787\Made To Love - (Spiritual) TobyMac.mp3	#N:\Custom HD787\Made To Love - (Spiritual) TobyMac.cdg
#20378	#2	#8	#2	#Made To Worship	#(Spiritual) Tomlin, Chris	#N:\Custom HD787\Made To Worship - (Spiritual) Tomlin, Chris.mp3	#N:\Custom HD787\Made To Worship - (Spiritual) Tomlin, Chris.cdg
#20379	#2	#8	#2	#Maggie May	#Stewart, Rod	#N:\Custom HD787\Maggie May - Stewart, Rod.mp3	#N:\Custom HD787\Maggie May - Stewart, Rod.cdg
#20380	#2	#8	#2	#Magic	#B.O.B & Rivers Cuomo	#N:\Custom HD787\Magic - B.O.B & Rivers Cuomo.mp3	#N:\Custom HD787\Magic - B.O.B & Rivers Cuomo.cdg
#20381	#2	#8	#2	#Magic	#Future & T.I.	#N:\Custom HD787\Magic - Future & T.I..mp3	#N:\Custom HD787\Magic - Future & T.I..cdg
#20382	#2	#8	#2	#Magic	#Newton-John, Olivia	#N:\Custom HD787\Magic - Newton-John, Olivia.mp3	#N:\Custom HD787\Magic - Newton-John, Olivia.cdg
#20383	#2	#8	#2	#Magic	#Thicke, Robin	#N:\Custom HD787\Magic - Thicke, Robin.mp3	#N:\Custom HD787\Magic - Thicke, Robin.cdg
#20384	#2	#8	#2	#Magic Bus	#Who, The	#N:\Custom HD787\Magic Bus - Who, The.mp3	#N:\Custom HD787\Magic Bus - Who, The.cdg
#20385	#2	#8	#2	#Magic Carpet Ride	#Steppenwolf	#N:\Custom HD787\Magic Carpet Ride - Steppenwolf.mp3	#N:\Custom HD787\Magic Carpet Ride - Steppenwolf.cdg
#20386	#2	#8	#2	#Magic Happen	#Kindred The Family Soul	#N:\Custom HD787\Magic Happen - Kindred The Family Soul.mp3	#N:\Custom HD787\Magic Happen - Kindred The Family Soul.cdg
#20387	#2	#8	#2	#Magic Man	#Heart	#N:\Custom HD787\Magic Man - Heart.mp3	#N:\Custom HD787\Magic Man - Heart.cdg
#20388	#2	#8	#2	#Magic Moments	#Como, Perry	#N:\Custom HD787\Magic Moments - Como, Perry.mp3	#N:\Custom HD787\Magic Moments - Como, Perry.cdg
#20389	#2	#8	#2	#Magic Pie	#Oasis	#N:\Custom HD787\Magic Pie - Oasis.mp3	#N:\Custom HD787\Magic Pie - Oasis.cdg
#20390	#2	#8	#2	#Magic Stick	#Lil' Kim & 50 Cent	#N:\Custom HD787\Magic Stick - Lil' Kim & 50 Cent.mp3	#N:\Custom HD787\Magic Stick - Lil' Kim & 50 Cent.cdg
#20391	#2	#8	#2	#Magic To Do	#(Musical) Pippin	#N:\Custom HD787\Magic To Do - (Musical) Pippin.mp3	#N:\Custom HD787\Magic To Do - (Musical) Pippin.cdg
#20392	#2	#8	#2	#Magic Touch, The	#Platters, The	#N:\Custom HD787\Magic Touch, The - Platters, The.mp3	#N:\Custom HD787\Magic Touch, The - Platters, The.cdg
#20393	#2	#8	#2	#Magical Mystery Tour	#Beatles, The	#N:\Custom HD787\Magical Mystery Tour - Beatles, The.mp3	#N:\Custom HD787\Magical Mystery Tour - Beatles, The.cdg
#20394	#2	#8	#2	#Magnet And Steel	#(Duets) Egan, Walter	#N:\Custom HD787\Magnet And Steel - (Duets) Egan, Walter.mp3	#N:\Custom HD787\Magnet And Steel - (Duets) Egan, Walter.cdg
#20395	#2	#8	#2	#Magnetic	#Phillips, Phillip	#N:\Custom HD787\Magnetic - Phillips, Phillip.mp3	#N:\Custom HD787\Magnetic - Phillips, Phillip.cdg
#20396	#2	#8	#2	#Magnetised	#Odell, Tom	#N:\Custom HD787\Magnetised - Odell, Tom.mp3	#N:\Custom HD787\Magnetised - Odell, Tom.cdg
#20397	#2	#8	#2	#Magnets	#Disclosure & Lorde	#N:\Custom HD787\Magnets - Disclosure & Lorde.mp3	#N:\Custom HD787\Magnets - Disclosure & Lorde.cdg
#20398	#2	#8	#2	#Magnificent	#U2	#N:\Custom HD787\Magnificent - U2.mp3	#N:\Custom HD787\Magnificent - U2.cdg
#20399	#2	#8	#2	#Magnificent (She Says)	#Elbow	#N:\Custom HD787\Magnificent (She Says) - Elbow.mp3	#N:\Custom HD787\Magnificent (She Says) - Elbow.cdg
#20400	#2	#8	#2	#Magnificent Obsession	#(Spiritual) Chapman, Steven Curtis	#N:\Custom HD787\Magnificent Obsession - (Spiritual) Chapman, Steven Curtis.mp3	#N:\Custom HD787\Magnificent Obsession - (Spiritual) Chapman, Steven Curtis.cdg
#20401	#2	#8	#2	#Magnolia	#Clapton, Eric	#N:\Custom HD787\Magnolia - Clapton, Eric.mp3	#N:\Custom HD787\Magnolia - Clapton, Eric.cdg
#20402	#2	#8	#2	#Main Chick	#Kid Ink & Chris Brown	#N:\Custom HD787\Main Chick - Kid Ink & Chris Brown.mp3	#N:\Custom HD787\Main Chick - Kid Ink & Chris Brown.cdg
#20403	#2	#8	#2	#Main Event, The	#Streisand, Barbra	#N:\Custom HD787\Main Event, The - Streisand, Barbra.mp3	#N:\Custom HD787\Main Event, The - Streisand, Barbra.cdg
#20404	#2	#8	#2	#Main Offender	#Hives, The	#N:\Custom HD787\Main Offender - Hives, The.mp3	#N:\Custom HD787\Main Offender - Hives, The.cdg
#20405	#2	#8	#2	#Majesty	#(Spiritual) Gospel & Hymns	#N:\Custom HD787\Majesty - (Spiritual) Gospel & Hymns.mp3	#N:\Custom HD787\Majesty - (Spiritual) Gospel & Hymns.cdg
#20406	#2	#8	#2	#Majesty	#(Spiritual)	#N:\Custom HD787\Majesty - (Spiritual).mp3	#N:\Custom HD787\Majesty - (Spiritual).cdg
#20407	#2	#8	#2	#Majesty Of Heaven	#(Spiritual) Tomlin, Chris	#N:\Custom HD787\Majesty Of Heaven - (Spiritual) Tomlin, Chris.mp3	#N:\Custom HD787\Majesty Of Heaven - (Spiritual) Tomlin, Chris.cdg
#20408	#2	#8	#2	#Majic	#Joe	#N:\Custom HD787\Majic - Joe.mp3	#N:\Custom HD787\Majic - Joe.cdg
#20409	#2	#8	#2	#Major Tom (Coming Home)	#Shiny Toy Guns	#N:\Custom HD787\Major Tom (Coming Home) - Shiny Toy Guns.mp3	#N:\Custom HD787\Major Tom (Coming Home) - Shiny Toy Guns.cdg
#20410	#2	#8	#2	#Make A Move	#Incubus	#N:\Custom HD787\Make A Move - Incubus.mp3	#N:\Custom HD787\Make A Move - Incubus.cdg
#20411	#2	#8	#2	#Make A Move On Me	#Newton-John, Olivia	#N:\Custom HD787\Make A Move On Me - Newton-John, Olivia.mp3	#N:\Custom HD787\Make A Move On Me - Newton-John, Olivia.cdg
#20412	#2	#8	#2	#Make A Movie	#Twista & Chris Brown	#N:\Custom HD787\Make A Movie - Twista & Chris Brown.mp3	#N:\Custom HD787\Make A Movie - Twista & Chris Brown.cdg
#20413	#2	#8	#2	#Make Damn Sure	#Taking Back Sunday	#N:\Custom HD787\Make Damn Sure - Taking Back Sunday.mp3	#N:\Custom HD787\Make Damn Sure - Taking Back Sunday.cdg
#20414	#2	#8	#2	#Make Her Feel Good	#Mari, Teairra	#N:\Custom HD787\Make Her Feel Good - Mari, Teairra.mp3	#N:\Custom HD787\Make Her Feel Good - Mari, Teairra.cdg
#20415	#2	#8	#2	#Make His Praise Glorious	#(Spiritual) Patty, Sandi	#N:\Custom HD787\Make His Praise Glorious - (Spiritual) Patty, Sandi.mp3	#N:\Custom HD787\Make His Praise Glorious - (Spiritual) Patty, Sandi.cdg
#20416	#2	#8	#2	#Make It Alright	#Thomas, Carl	#N:\Custom HD787\Make It Alright - Thomas, Carl.mp3	#N:\Custom HD787\Make It Alright - Thomas, Carl.cdg
#20417	#2	#8	#2	#Make It Clap	#Rhymes, Busta	#N:\Custom HD787\Make It Clap - Rhymes, Busta.mp3	#N:\Custom HD787\Make It Clap - Rhymes, Busta.cdg
#20418	#2	#8	#2	#Make It Easy On Yourself	#Butler, Jerry	#N:\Custom HD787\Make It Easy On Yourself - Butler, Jerry.mp3	#N:\Custom HD787\Make It Easy On Yourself - Butler, Jerry.cdg
